scenario,job1,job2,profile1,profile2,comm_vol_1,comm_vol_2,topology,placement_policy,network_congestion_ms,job_completion_time_s,sla_compliance
26,XGBoost,ELECTRA,C,B,7.156392618311168,12.945290611388456,Dragonfly,CommAware,36.199876392107555,1666.0314415502294,1
27,Xception,TinyBERT,A,C,0.21144653842340771,1.0762115971073944,Ring,CommAware,20.665362366493408,1361.7868756847508,1
28,Operator,Wide&Deep,D,C,12.744980401179454,9.31203523004322,Ring,FIFO,95.97571527674485,2276.5865241932315,1
29,LightGBM,Xception,C,A,7.711893027117237,0.19707155187485234,Dragonfly,Random,55.36672579008741,1887.2356796967292,1
30,DeepFM,CineNet,C,D,17.362628122402135,7.8559699263964635,Ring,FIFO,102.04690985343316,2533.2560746119075,0
31,CineNet,EfficientNetLite,D,C,6.397689582438853,1.6064425152244268,Mesh4D,TopoAware,63.43492186966937,2120.9243995215206,1
32,MobileNetEdge,DLRM,C,C,4.778683729748375,14.773975792966095,Mesh4D,CommAware,37.33611693182933,1717.6044880472275,1
33,TabNet,Operator,C,D,7.609932468548916,16.234425832751544,FatTree,FIFO,69.73768883827665,2168.7469023585154,1
34,CatBoost,MobileNetV2,C,C,4.8660952833749995,4.2243151424360805,FatTree,CommAware,36.081648947705446,1587.3365021416669,1
35,ResNet152,TabNet,A,C,0.4520145825708227,4.144286653388134,Clos,CommAware,10.0,1207.0232065170844,1
36,DeepCAM,DLRM,D,C,7.164066906552948,16.596398247810416,FatTree,Random,94.5256097997828,2216.8324512790855,1
37,MobileNetEdge,CosmoFlow,C,D,5.014651673507345,12.861068951216557,HyperX,CommAware,34.85445255346583,1771.3895133866706,1
38,ELECTRA,GPT3small,B,B,10.426572394053753,5.32041141502384,Mesh4D,TopoAware,113.4376139905467,2378.56394191955,0
39,DeepFM,CosmoFlow,C,D,30.785972253480107,15.324214565106352,Clos,TopoAware,53.18619193404947,1929.4786859781882,1
40,EfficientNet,T5base,A,B,0.10358861534667407,11.476786582312384,Ring,TopoAware,58.82348145370017,2013.817857918305,1
41,MobileNet,VGG16,A,A,0.9498840611907714,0.16755462863775267,Ring,Random,74.17245317096331,2163.6248619284474,1
42,ELECTRA,GPT2,B,B,12.573192093825726,8.734084845576891,Clos,CommAware,49.56042850165313,1497.0102204098491,1
43,DeepCAM,DeepCAM,D,D,7.651327439869551,7.1403058522419975,HyperX,FIFO,112.39851796472112,2477.734648826668,0
44,ResNet50,SqueezeNet,A,C,0.9431363304300561,5.863125047291068,Ring,FIFO,40.28648132730205,1915.0999952572015,1
45,DeepFM,Operator,C,D,21.30564839926494,10.358119067790184,Dragonfly,CommAware,42.30306853410902,1591.6212664555617,1
46,ExaNN,MobileNet,D,A,7.722431131640176,1.8665841468840425,FatTree,FIFO,60.16534764210958,1912.4502723581563,1
47,CatBoost,TinyBERT,C,C,4.572954400656446,2.185738493032514,FatTree,FIFO,68.91533825929542,2250.5036127027793,1
48,SqueezeNet,InceptionResNet,C,C,7.420586956053052,2.4779636691584885,Clos,FIFO,67.46771314714996,2078.923230289341,1
49,ELECTRA,TabNet,B,C,13.44303392126352,5.727500505442264,Clos,Random,79.53919270167403,2339.846825698557,1
50,MobileNetEdge,EfficientNetLite,C,C,5.210015699100829,3.7331747050130963,FatTree,Random,78.69663570051718,2124.9714207392967,1
51,BERTlarge,Operator,B,D,4.537217303925666,9.333019327256313,HyperX,CommAware,54.20495933867517,1754.4361579299548,1
52,DLRM,DeepCAM,C,D,23.940791652579605,5.843279678544476,HyperX,FIFO,63.85789271200466,1685.0450198323067,1
53,ViTbase,Operator,B,D,13.079841303193636,11.258852379770536,Mesh4D,Random,176.00868505232538,3116.1027367414467,0
54,MobileNetEdge,MobileNetEdge,C,C,3.5250937605317967,5.409100870360286,Mesh4D,FIFO,72.30246252749774,2252.1726424046237,1
55,ViTlarge,GPT2,B,B,4.543903026182408,13.64455156807353,FatTree,TopoAware,103.05239403577166,2440.89360875674,0
56,DeepFM,GPT2,C,B,17.27379827513892,8.5617746134377,Dragonfly,TopoAware,65.97083176244222,1970.0500301677973,1
57,XGBoost,ELECTRA,C,B,3.771301398678968,10.373387908608521,HyperX,Random,77.79055436750033,2274.236801641743,1
58,DistBERT,ELECTRA,C,B,2.619874787377535,11.318195736804714,FatTree,TopoAware,53.02902279096863,1732.722878507465,1
59,MobileNet,MobileNetEdge,A,C,1.87049667098165,7.621316080652568,HyperX,TopoAware,25.244921471385766,1565.0685835917673,1
60,DLRM,InceptionV3,C,A,13.474742320619496,0.16424661043970665,Ring,Random,40.09173037192727,1692.1692739835573,1
61,Xception,ResNet50,A,A,0.12825416857846772,1.1169243357136915,Ring,CommAware,22.48357376394121,1600.7963667950012,1
62,InceptionResNet,XGBoost,C,C,2.641452111747044,4.518065452707765,HyperX,CommAware,25.68837878961846,1507.6870508969366,1
63,ExaNN,LightGBM,D,C,5.028970800736433,11.600997444123124,Mesh4D,CommAware,44.59673257120586,1956.7898295593848,1
64,CosmoFlow,EfficientNetLite,D,C,16.231524537916464,1.0846402528659767,Ring,Random,120.34826332259439,2860.892625747513,0
65,ViTbase,TinyBERT,B,C,14.025024453028863,2.540828855884924,Dragonfly,TopoAware,71.60571803897521,2223.8849753718955,1
66,InceptionResNet,ResNet50,C,A,2.7152957889808356,1.11104220944189,HyperX,FIFO,36.54901466608836,1528.2158415715255,1
67,Xception,ExaNN,A,D,0.16236038639772124,5.4372908218230664,Mesh4D,FIFO,71.60882390984234,1829.719910130482,1
68,TinyBERT,HydroNet,C,D,2.577874644080743,11.459551598890192,Ring,TopoAware,80.85673755163394,2345.8066224233457,1
69,Operator,GPT2,D,B,15.204521873339134,13.913859505763966,Ring,TopoAware,132.40981508264736,3132.1077390680643,0
70,ResNet101,BERTlarge,A,B,0.39821454264483147,4.719777644240453,Ring,FIFO,83.79798323926367,2123.33943036779,1
71,Wide&Deep,MobileNetV2,C,C,10.97309015501434,4.271077882796822,FatTree,TopoAware,49.15230077373691,1974.4507601509463,1
72,MobileNetEdge,ResNet50,C,A,2.5295466440090353,0.9225429574520208,HyperX,CommAware,20.994299931869765,1479.1837930150589,1
73,ResNet152,DistBERT,A,C,0.5751445784470925,6.942990126861245,HyperX,Random,30.434881458917797,1356.637096928414,1
74,ResNet50,GPT2,A,B,1.090398600731273,12.814895053381703,Mesh4D,FIFO,67.19182016677951,1935.0727198668594,1
75,ResNet152,ViTlarge,A,B,0.5855881944479203,4.501963436592093,FatTree,FIFO,59.66856399976037,2130.3121122402363,1
76,DistBERT,T5base,C,B,5.744359734753181,13.088754604860362,HyperX,Random,73.16732898240122,2217.0010949940524,1
77,SqueezeNet,SqueezeNet,C,C,5.262448968690686,2.6187119189925827,Clos,FIFO,59.60084501067758,2189.5000524555367,1
78,EfficientNetLite,TabNet,C,C,2.822947095649439,7.015473139856447,Mesh4D,FIFO,71.32640870682532,2192.3621866263916,1
79,LightGBM,TabNet,C,C,11.27718480241184,4.080256426884861,HyperX,FIFO,56.277940339958235,1660.986120824208,1
80,ViTbase,DistBERT,B,C,12.47670517007251,3.1263834523910017,Dragonfly,FIFO,75.43776649836568,2398.8918367447627,1
81,MobileNetV2,ResNet152,C,A,7.646728990839594,0.42087092799343206,Dragonfly,Random,47.08053327009875,1687.2013935011964,1
82,Wide&Deep,ExaNN,C,D,4.562573368930883,6.602810878607041,Clos,Random,74.27071620075029,2180.639233553346,1
83,SqueezeNet,GPT3small,C,B,3.933021758676165,4.513028170751927,Clos,Random,86.3212648349745,2199.1085868533983,1
84,CineNet,DLRM,D,C,7.542634671244674,25.46032094074741,Clos,CommAware,31.34749426194736,1500.5376480843665,1
85,DeepFM,GPT3small,C,B,16.81123098219081,5.568223940979471,Clos,CommAware,34.85701046189415,1485.0540508504653,1
86,DistBERT,Wide&Deep,C,C,5.135918418793632,6.964163741435918,Clos,FIFO,54.018246273578484,1629.1659331746168,1
87,BERTlarge,DLRM,B,C,5.775706357444242,13.717334183335467,Ring,FIFO,84.65108119521574,1826.0700256839843,1
88,BERTlarge,ResNet152,B,A,5.616808989999613,0.4128897681213761,FatTree,Random,74.00780284062999,2374.675612775584,1
89,XGBoost,EfficientNet,C,A,5.563064767073365,0.12997945997954727,Mesh4D,FIFO,23.20436138512752,1475.8065275963907,1
90,EfficientNetLite,DeepFM,C,C,2.0912669360710643,19.522063458439224,HyperX,FIFO,58.38742102239158,1923.6475488992924,1
91,T5base,EfficientNet,B,A,11.297268041775071,0.2376516217398995,Ring,Random,98.83170065259512,2551.3722304198905,1
92,ViTbase,Xception,B,A,13.27992058460496,0.12114245103362829,Clos,TopoAware,47.40291003474576,1648.7333689010568,1
93,ViTlarge,ResNet50,B,A,5.072597076734729,0.823114399280351,Clos,FIFO,54.06960100676342,1662.2544293710325,1
94,ResNet152,EfficientNetLite,A,C,0.35442058749859484,2.6135188861237366,Ring,FIFO,31.39892224493233,1606.964467219538,1
95,ResNet101,LightGBM,A,C,0.45667622500076815,12.866597602742425,FatTree,TopoAware,19.78330458774383,1728.9340207484977,1
96,MobileNetEdge,CineNet,C,D,6.834530624390055,8.122348223932772,FatTree,Random,91.85572936685655,2186.390733878138,1
97,BERTbase,SqueezeNet,B,C,8.879028723990631,6.324387700953336,Mesh4D,TopoAware,67.26391030829905,2049.7223488140844,1
98,Xception,ViTbase,A,B,0.12036614701074251,9.432838874334516,FatTree,Random,73.97226071189148,2014.4275066897744,1
99,GPT3small,DeepCAM,B,D,5.1511602595450094,6.747319366651957,Ring,CommAware,76.69606808791204,2457.3155587918673,1
100,GPT3small,MobileNetV2,B,C,5.1089269413678045,6.361373467004631,Dragonfly,Random,91.09874031628237,2296.2526718760137,1
101,EfficientNetLite,ResNet101,C,A,3.6334455162489583,0.4309070981612964,Ring,Random,40.60706877110079,1848.1047286636308,1
102,T5base,Operator,B,D,12.726327193492558,13.384001199578938,FatTree,CommAware,64.25038888956864,2089.391920297284,1
103,EfficientNetLite,VGG16,C,A,3.223007254360968,0.2722722682713936,Ring,FIFO,43.5876997212895,1649.8203151237851,1
104,InceptionResNet,TinyBERT,C,C,2.7712799354066604,2.4815217902682107,HyperX,CommAware,22.106902759477567,1828.697022013006,1
105,VGG16,ViTlarge,A,B,0.07774569127156002,5.955561698434897,HyperX,FIFO,59.73081986698856,1999.353184859734,1
106,HydroNet,MobileNet,D,A,16.201246000317404,1.216543662921378,Mesh4D,TopoAware,59.390278830639595,1681.2161385598667,1
107,DeepCAM,ViTlarge,D,B,5.107774108622175,4.537264618595277,Clos,Random,144.5892451833159,2706.0096855566694,0
108,ViTlarge,TinyBERT,B,C,6.8791232363552925,3.065630107793186,Mesh4D,Random,95.75121966286824,2125.9063165265884,1
109,BERTbase,Operator,B,D,13.29050590228841,15.848009247266706,Ring,CommAware,77.55363146472091,2047.1433988993554,1
110,DeepCAM,TinyBERT,D,C,7.961072871553409,3.5292046318770653,Ring,TopoAware,90.69345550868744,2388.2358107180276,1
111,CatBoost,BERTbase,C,B,3.2718049077411337,12.990402365672606,HyperX,Random,67.42379310001817,2050.289129185122,1
112,CosmoFlow,DeepCAM,D,D,11.728325758871517,5.866379186921231,Dragonfly,FIFO,161.1210765035494,3569.2696154337555,0
113,TabNet,CosmoFlow,C,D,2.2931112134055915,11.473754149269128,Mesh4D,FIFO,80.40848291914625,2328.3316047140056,1
114,DeepCAM,ExaNN,D,D,6.480383940784866,8.16072580224206,Clos,Random,168.63325813199418,2785.9142288277776,0
115,DeepFM,ExaNN,C,D,19.85004623555233,6.77315531321816,HyperX,CommAware,32.06964645956473,1581.6495657893524,1
116,XGBoost,MobileNetV2,C,C,5.662363126190997,4.253037900408965,Ring,Random,103.51552833050289,2679.5873726662126,0
117,ResNet50,GPT3small,A,B,0.7748829571303072,5.773199290083154,Dragonfly,TopoAware,54.381167789384826,1301.710312445168,1
118,VGG16,ResNet50,A,A,0.28787597898006734,0.6359783846517776,HyperX,TopoAware,37.966119388103714,1472.5759923876678,1
119,EfficientNetLite,DistBERT,C,C,3.0905208522150827,5.8558664688878626,Mesh4D,CommAware,39.30836032021618,1514.413972877686,1
120,Xception,ResNet152,A,A,0.20026235657625735,0.47436589333972795,Dragonfly,Random,77.74902659705607,2207.7006053915306,1
121,ELECTRA,VGG16,B,A,9.304166538032968,0.16643826936154243,Mesh4D,Random,80.98281872548618,2125.2591112984132,1
122,BERTlarge,InceptionV3,B,A,6.667165072080618,0.10262480017410941,FatTree,TopoAware,48.451595341213086,1910.573502835105,1
123,Wide&Deep,ResNet101,C,A,11.322278489893062,0.30113963571742575,FatTree,TopoAware,21.107440762367624,1585.1196163380348,1
124,ViTlarge,LightGBM,B,C,5.416823208745035,10.493337861712574,HyperX,Random,63.23265291874669,1869.842732978205,1
125,DeepFM,TabNet,C,C,21.299706935237577,7.716593679777887,FatTree,FIFO,54.52855992222022,1835.575744759735,1
126,DLRM,GPT3small,C,B,24.333685452068618,5.397267624251395,FatTree,CommAware,35.48694904860162,1463.236017431094,1
127,VGG16,DeepCAM,A,D,0.11362783931586828,5.593921741795697,Clos,Random,77.4792262754884,1956.1098717257446,1
128,SqueezeNet,DLRM,C,C,4.935549895685376,24.820618861216342,HyperX,Random,63.50600045878768,1813.3414050451279,1
129,HydroNet,SqueezeNet,D,C,14.054767724187665,3.0996162881536624,Mesh4D,Random,104.20949254964901,2615.227908446215,0
130,ExaNN,ResNet101,D,A,7.293822699956252,0.1872594005663069,Mesh4D,FIFO,68.42817516420578,2118.9985788224367,1
131,CatBoost,ViTbase,C,B,7.318427960563909,12.61273730839486,Dragonfly,CommAware,42.30500936301815,1726.5775974390167,1
132,TabNet,DeepFM,C,C,3.3251601579673133,9.110975479397291,HyperX,CommAware,30.237834321656795,1364.9993009309503,1
133,DLRM,SqueezeNet,C,C,19.212610638368428,4.062987272652129,FatTree,FIFO,55.97043665571451,1593.9310364979845,1
134,CosmoFlow,MobileNetEdge,D,C,15.035735916473548,6.059769883870232,Dragonfly,FIFO,91.109049811086,1993.2244435248879,1
135,XGBoost,DLRM,C,C,4.6422329058603475,12.621030777520527,Clos,Random,77.5728433901335,2152.112839391458,1
136,Xception,InceptionResNet,A,C,0.22322625750991137,3.0229882088758795,HyperX,Random,29.731278457317792,1638.8876688287035,1
137,CosmoFlow,ViTlarge,D,B,9.576649388608582,6.159264773967611,Dragonfly,FIFO,145.71738882656595,2817.2956504576705,0
138,DLRM,DistBERT,C,C,19.1891906922544,3.8832726820818486,Clos,Random,74.0376312191861,1986.2445962747368,1
139,Xception,DistBERT,A,C,0.24263952332704958,2.412830903484907,HyperX,FIFO,32.383166910917275,1229.5099214044208,1
140,DLRM,GPT3small,C,B,11.148924995721957,4.469316624643246,Dragonfly,CommAware,34.38757562886431,1784.3883959587706,1
141,DistBERT,T5base,C,B,6.607122039582092,10.3168892667128,FatTree,CommAware,36.73882512085444,1679.5673926873596,1
142,ResNet101,MobileNetEdge,A,C,0.15957123488267422,7.0857995342999365,Clos,FIFO,30.766997951027232,1575.3522752245424,1
143,MobileNetEdge,Operator,C,D,4.39100620757268,12.703092028218535,Ring,Random,124.59913755073832,2765.6827769142337,0
144,BERTlarge,CineNet,B,D,5.45086745648965,7.2921754007994535,FatTree,TopoAware,94.42406591452072,2278.303081607456,1
145,GPT3small,CineNet,B,D,6.289326948417589,6.750246150818766,Clos,CommAware,58.40037505149824,1861.2469717563856,1
146,T5base,BERTbase,B,B,12.373989511350498,9.744047160830865,FatTree,Random,147.67138473426692,2767.582875525446,0
147,TabNet,ViTbase,C,B,7.738353985936145,12.737111090493658,Ring,Random,107.2540542012064,2350.382547496608,0
148,Operator,BERTlarge,D,B,12.003861463886121,4.354686021665849,Dragonfly,FIFO,147.77636426493385,3269.206436130874,0
149,DistBERT,BERTbase,C,B,7.77097458908468,9.491202920551077,Dragonfly,CommAware,46.702521239949284,1676.7003345979867,1
150,DLRM,TabNet,C,C,18.965081059316134,5.650743082730176,Dragonfly,CommAware,26.171664005030827,1403.234413770799,1
151,ExaNN,Operator,D,D,8.0881279685386,15.49353160603779,FatTree,TopoAware,110.94249551394671,2759.8892707251844,0
152,MobileNet,ViTbase,A,B,1.3352157835272576,10.62432454697019,Dragonfly,FIFO,74.8205041827959,1931.6470304616596,1
153,DeepCAM,Wide&Deep,D,C,5.403668687116811,11.989149905719392,Ring,Random,102.59595585619958,2254.8477607240497,0
154,Operator,ResNet152,D,A,13.329843337169274,0.27016272157623955,Clos,CommAware,31.80011368842523,1621.8734584248152,1
155,ExaNN,EfficientNetLite,D,C,5.185460384454763,2.001925304423928,Dragonfly,TopoAware,73.08902584600943,1968.1059040963544,1
156,InceptionV3,MobileNet,A,A,0.27116479374267716,0.6526451094622064,Dragonfly,Random,70.66440959841573,2073.011719856139,1
157,CineNet,InceptionResNet,D,C,6.630063332895113,3.2064120407870638,Clos,CommAware,30.089521573637654,1481.0668600292877,1
158,GPT2,HydroNet,B,D,12.101337103995009,11.096566141768365,FatTree,Random,151.72742090570537,3565.2795831282338,0
159,MobileNetEdge,EfficientNet,C,A,2.2050379968078397,0.17225417637581525,Dragonfly,FIFO,33.444296530895805,1749.1062281768636,1
160,T5base,CineNet,B,D,12.996199796663241,5.234200184872619,HyperX,Random,134.45209785851384,2671.867630608549,0
161,DLRM,BERTlarge,C,B,9.720586500740602,4.462879090609884,Ring,Random,105.06725955739329,2852.6505751936556,0
162,MobileNetEdge,ViTlarge,C,B,6.782623800222413,5.309725558330365,HyperX,TopoAware,43.96158113663956,1832.805912212923,1
163,DistBERT,DeepCAM,C,D,4.77067467558093,8.04670826759608,Clos,FIFO,74.49329867082167,2112.7089997189,1
164,ViTbase,MobileNetV2,B,C,12.378846021825865,5.83071392140247,Clos,TopoAware,48.61293610772217,1612.902343882503,1
165,CatBoost,ELECTRA,C,B,7.597766691940188,12.832536247097153,HyperX,TopoAware,37.566137827643,1572.8391314276414,1
166,T5base,SqueezeNet,B,C,8.677464272441714,5.814500904642545,HyperX,TopoAware,51.55251377641313,1766.651316373147,1
167,ELECTRA,HydroNet,B,D,9.661097120874762,9.865500779965199,Mesh4D,FIFO,137.80672252065708,2571.4893401963636,0
168,InceptionV3,ResNet152,A,A,0.1411877940022825,0.56032621573196,HyperX,CommAware,28.990563747738204,1741.5066111522847,1
169,LightGBM,TinyBERT,C,C,6.771157623858584,1.5083525868728416,FatTree,FIFO,54.567726027732675,2033.2741792871577,1
170,ResNet101,TabNet,A,C,0.3548490670868105,2.1662370774761737,Dragonfly,CommAware,16.73482560651541,1320.4857058648959,1
171,InceptionResNet,MobileNetV2,C,C,3.207618912691986,7.530097236820686,Dragonfly,Random,94.78998496060035,2428.8590563702237,1
172,TabNet,DLRM,C,C,5.354155660511736,8.818782122244313,Mesh4D,Random,81.88745810979495,2166.3349877539536,1
173,EfficientNetLite,BERTlarge,C,B,1.2563863756170732,5.772590287032869,Clos,CommAware,28.244459138486505,1676.8122408437364,1
174,ResNet101,DeepCAM,A,D,0.5102640145990872,5.330548391493557,Ring,FIFO,93.39677718293001,2499.5825005452725,1
175,EfficientNet,BERTbase,A,B,0.08669353882158129,11.5853891112161,Ring,Random,99.49111656806795,2472.390237707817,1
176,ExaNN,LightGBM,D,C,7.57411166517477,5.1133092487852965,Ring,TopoAware,78.57266683107731,2312.5420126066592,1
177,DeepFM,DeepCAM,C,D,20.40198066934338,7.270301754406961,Dragonfly,TopoAware,68.24290998192777,1937.5045589628019,1
178,XGBoost,TinyBERT,C,C,7.0694468401467905,2.285917701775708,HyperX,CommAware,29.729955549797676,1297.6353817959084,1
179,ResNet152,ExaNN,A,D,0.45610270909408107,4.863524192773991,Clos,TopoAware,55.180230510823336,1844.9791270798835,1
180,InceptionResNet,TabNet,C,C,2.0359147287588444,4.214920949012235,Mesh4D,Random,90.37225909279987,2483.8055784741105,1
181,TinyBERT,SqueezeNet,C,C,2.7535121609792133,6.619849739252099,Mesh4D,FIFO,66.95894622276377,1775.935689621634,1
182,ResNet152,Wide&Deep,A,C,0.2561064422816444,13.046402360203896,HyperX,TopoAware,29.084942348523878,1350.1744527289006,1
183,GPT3small,GPT3small,B,B,5.427138847745936,4.447028440631866,Clos,TopoAware,86.69316175247596,2214.273222729341,1
184,GPT3small,CosmoFlow,B,D,4.521495297670685,13.960499692372196,Mesh4D,FIFO,134.23024827254287,2429.8536002371866,0
185,MobileNetEdge,MobileNet,C,A,5.512669686570613,1.3139875974184114,FatTree,CommAware,10.565233805587846,1242.7367236527095,1
186,BERTlarge,ResNet152,B,A,5.19303468451914,0.35194990822413136,Ring,FIFO,72.36500969635235,2141.4870838033935,1
187,MobileNet,LightGBM,A,C,1.8721989903938023,6.104277750070828,Dragonfly,CommAware,21.835395049925175,1610.96862251324,1
188,ExaNN,T5base,D,B,6.570656314183076,8.694870265853202,Ring,CommAware,73.01329177276477,2185.0279372451146,1
189,MobileNet,EfficientNetLite,A,C,0.6748311462907057,1.4727781227419532,FatTree,TopoAware,27.98163837351241,1580.1238233051154,1
190,InceptionResNet,DistBERT,C,C,1.4480060760554918,2.2708494622742643,Mesh4D,FIFO,76.94091408368759,1939.2890636976151,1
191,Xception,CatBoost,A,C,0.2263354766006534,4.629376250036056,FatTree,TopoAware,22.44658799618327,1495.9829693932631,1
192,SqueezeNet,ResNet50,C,A,5.994513761250981,0.7474572876075846,Clos,TopoAware,26.91482764557065,1562.0195669051184,1
193,ViTlarge,HydroNet,B,D,6.868231721431487,13.584449660587524,FatTree,FIFO,122.99592433858157,3080.7718019349672,0
194,ExaNN,ResNet101,D,A,4.775973941841029,0.5897283828995927,Clos,CommAware,35.62571286639009,1593.2793310885645,1
195,BERTbase,GPT2,B,B,13.507538699417683,10.803599833410887,FatTree,TopoAware,102.47235244462321,2181.1115871252878,0
196,EfficientNet,SqueezeNet,A,C,0.2545080709931927,4.582824894433718,Clos,Random,33.249722064837364,1615.7296923010192,1
197,InceptionV3,CosmoFlow,A,D,0.21679696837405743,13.651772180140469,HyperX,TopoAware,36.702222255114165,1786.88955243561,1
198,Operator,CosmoFlow,D,D,13.183514286016957,12.44426200508377,FatTree,Random,166.7084451856597,3138.5185378706387,0
199,Xception,GPT3small,A,B,0.17928615985512877,5.332389473510805,Clos,FIFO,54.69571061136212,2030.5540009073486,1
200,EfficientNet,ExaNN,A,D,0.15178076121588516,5.987714008568378,HyperX,Random,79.22692344791467,1823.8006497231195,1
201,TinyBERT,T5base,C,B,2.6158305795267918,12.757191581974189,Dragonfly,CommAware,40.497084064156354,1941.77934241962,1
202,CatBoost,DistBERT,C,C,7.211271452088697,2.5062975393144344,Dragonfly,TopoAware,61.42153487583172,1998.4062633872031,1
203,T5base,VGG16,B,A,10.504249317265916,0.0978196864010737,HyperX,Random,55.535215929023074,1851.127316060376,1
204,HydroNet,Operator,D,D,13.440803988818423,9.854272275831077,Mesh4D,TopoAware,122.67816889821205,3019.2220150555895,0
205,GPT2,VGG16,B,A,11.478141930941874,0.10272509718873736,Clos,Random,69.64657892575887,2102.739783919689,1
206,InceptionResNet,InceptionV3,C,A,1.5779010726601175,0.28149431006355985,FatTree,FIFO,24.686892922554495,1477.497047868038,1
207,ResNet50,GPT2,A,B,0.7636576533003584,11.883169844001939,Ring,FIFO,79.69645072152444,2364.9279335496676,1
208,TabNet,Xception,C,A,3.557176487512852,0.14296361291282889,FatTree,FIFO,32.263496629971065,1647.6781484805058,1
209,BERTlarge,CosmoFlow,B,D,6.027999075328233,12.497904054781772,Clos,TopoAware,85.22450790485244,2280.0804834487626,1
210,MobileNetEdge,SqueezeNet,C,C,5.151541180503167,3.117142001798301,FatTree,TopoAware,44.40799177241074,1626.02721204878,1
211,InceptionV3,MobileNetV2,A,C,0.13279886572028582,5.702488270316385,Dragonfly,FIFO,38.5349020171908,1447.754661602657,1
212,Wide&Deep,ResNet152,C,A,9.28201642618041,0.47603258312937813,Clos,FIFO,29.14980293014951,1705.3027825152724,1
213,MobileNetV2,TinyBERT,C,C,5.495779150677053,2.1933855550111008,HyperX,Random,60.81416619628854,1733.2168421251672,1
214,VGG16,GPT2,A,B,0.09021282680824835,13.06203209458746,FatTree,CommAware,29.96892955895374,1357.4090630649227,1
215,Xception,ResNet152,A,A,0.1479750944509595,0.29985086087618906,Ring,CommAware,34.674989503884376,1878.250510257775,1
